label,sentence
2,【Sports Watch】ダルビッシュに第二子が誕生
0,ウィンドウを閉じずにデスクトップのアイコンを操作するマル秘ワザ【知っ得・虎の巻】
1,【終了しました】六本木の期間限定「ZARD ギャラリー」入場券を3組6名様にプレゼント
1,年齢とともにやせにくくなる……自分の体を厳しく仕分ける！
2,原著作者のクレジットを表示し、ニュース記事の改変をしないことを条件に、記事全文を
2,【Sports Watch】巨人・坂本、今季を振り返る「なんなんでしょうかね」
1,9割の女子がバスタイムは“美容の場”　ラクチンキレイが実現出来ちゃうアイテムって？
2,【Sports Watch】なでしこ３選手が苦言“ 佐々木監督に言いたい事”とは？
0,快適化前に最低限しておきたい設定【PC快適術】
1,インタビュー：シーバスリーガル マスターブレンダー　コリン・スコット
1,独女の憧れ？「終の住処は老人ホーム」
1,韓国伝統の「ヨモギ蒸し」で冷え性改善、お手軽なヨモギパットも登場
1,SHU-Iインタビュー 注目の”日本発！会えるチワワ系アイドル”
1,7月海の日の連休は、MINI GINZAでワイルドな世界を体感！
1,独女がついつい見栄を張ってしまうとき
2,ノムさんがボヤキおさめ。今年のプロ野球界を漢字一文字で表すと？
0,Windows＆LinuxのデュアルOS！ Thinkpad X1 Hybrid　3/9より発売開始！
0,話題の最新スマホの予約日が決定！ドコモ、MEDIAS X N-07Dを発売へ
2,【Sports Watch】“美人アスリート”八木かなえが大学へ「“本当にすごいな、大学にきた”っていう感じ」
1,【Office Scope vol.09】ゴー・アブロード！　世界一周できるオフィス（フォートラベル株式会社）
0,いよいよ開業間近！ 東京スカイツリー観光に行くなら「東京スカイツリー Navi」がオススメ！【iPhoneでチャンスを掴め】
1,【終了しました】恋を呼びたい女子の味方、ローズクォーツ付きブレスレットを3名様にプレゼント
2,北島に勝った立石、隣のコースは「あんま見ないようにしていました」
2,巨人軍のお家騒動に、専門家「コンプライアンスはあまり関係ない」
1,いつもよりゴージャスがちょうどいい！ 聖夜のネイル＆ヘアアクセ
1,ヴァンドームブティックから大人の優雅さを感じさせる母の日ギフト、数量限定発売
1,夏を彩るボルボの新シリーズが登場
1,既婚の女友達にムカッ！とすること
1,エストネーションが伝授、ワンランク上のコーディネート 【新生活特集】
2,「誰かこいつを黙らせろ」槙野智章のオーバーエイジ発言に
1,文房具もキラキラに！　加速する最新の“デコ”トレンドは？
0,会社用スマホの安全を管理！ MobiConnect（モビ・コネクト）の試用企業を募集
1,東京モーターサイクルショー2010／コンパニオン写真集
1,やっぱり愛情よりお金！？ あなたの選択は？
2,【Sports Watch】巨人の開幕オーダーは？ 高橋「出れないのであればしょうがない」
0,GoogleによるIM「Mozc」を使う Ubuntuの日本語入力を改善【デジ通】
2,吉田沙保里が澤に相談 「好きな人ができてさぁ」
2,【Sports Watch】楽天・星野新監督、キャンプ初日に「イライラしてたよ」
1,逆に太るNGダイエット／ポーチもスッキリな2wayコスメなど−【ビューティ】週間ランキング
1,【独女通信編集部】2011年記事まとめ　vol.1
2,【Sports Watch】松田さんの通夜で放送事故、笑顔でおどけるフジ・アナに怒りの声
1,三十路オンナのエロ事情
1,残暑を乗り切る「鼻呼吸」睡眠のススメ
1,SHIPSが伝授、ワンランク上を行くスーツの着こなし方 【新生活特集】
1,「結婚のプロ」が選ぶ　結婚のお世話をしたい芸能人2010
1,うっとうしい？　うらやましい？　自分好きな人
1,ムダな抵抗！？ 加齢の現実
1,夏バテよりも深刻な「新型秋バテ」は、1日2回の“紅茶”でリセット!?
1,理想が高いから結婚できないんじゃない？
1,既婚女性の馴れ初め話に恋愛を学ぶ
1,“今ドキ”アラサー女子は、家庭と仕事どっちも大切
2,【Sports Watch】テリー伊藤「相当、谷さんは図々しい」
1,「デルレイ」のコラボショコラデザートコースで、今年は特別なバレンタイン
0,コストはどっちに軍配？　書籍の長期保存は紙？　それともデジタル？ 【デジ通】
1,高級地鶏の焼き鳥とワインのマリアージュを堪能　【プレゼント有】
0,関西の3G回線の実用度をチェック！ うらやまし過ぎる3GとWiMAXの使い分けができる通信環境
2,柔道・松本薫 「男性が近寄ってこない」
0,iPhone用オモシロアプリからお役立ちアプリまで一挙紹介【iPhoneでチャンスを掴め】
0,3D BIOSにDual UEFI！ギガバイトのIntel 7シリーズ搭載マザー
1,"サラリーマン格差社会の現実、借金or貯蓄1,000万円に二極化"
1,【スナップレポート】東京ガールズコレクション 2011 水原希子編
0,ニコニコ超会議振り返り第二段　ユーザー生放送の人気のスゴさを実感
2,【Sports Watch】大相撲八百長メールに「八百長なら解散せよ」
1,【力説自動車.web】第4回：新型コンチネンタルGT、これぞ被災時代のリッチマンカーだ！
0,町会議が震災復興を応援！　福島県三春町の町会議レポート
1,渋谷・原宿にサプライズ登場する「もう1人の道端ジェシカ」をパパラッチ！
1,東京ガールズコレクションで最もフィーチャーされた2人とは？
1,今日はどれにする？　秋冬コンビニスイーツ座談会開催！
1,「美人で何が悪い！？」 負け美女・小島慶子×犬山紙子対談 3/3
0,Galaxy Noteを1日フルに使い倒せる！2.2倍の大容量5400mAhバッテリの便利さと使い勝手
1,独女通信が見た「独女たちの5年の軌跡」Vol.5 〜婚活とは、人生最大の営業活動なのか？ 〜
1,スイーツとファッションの豪華コラボ！「TOKYO SWEETS COLLECTION 2011」開催
1,美容番長のシルクさん、恋よりもますます美に磨きかけたい“美欲”をアピール
1,だから結婚できない?″イタい女の実態″／店員のお世辞にツッコミたくなる瞬間など−【ライフスタイル】週間ランキング
1,サラリーマン必見！素人最強軍団「あやまんJAPAN」が語る“飲み会の極意”とは！？
1,【終了しました】この夏、髪のUV対策に「プレイバックUV ケア洗い流さないヘアトリートメント」を5名様にプレゼント！
2,森麻季アナの結婚発表、上田主導でサラリ
2,三浦皇成＆ほしのあき夫婦で出演。三浦はオノロケ「ボクの事が1番好き」
1,私、職場での呼び名に悩んでいます
0,Webページを丸ごと取り込むワザ！知っているとお得なパソコン快適術【知っ得！虎の巻】
1,“あげまん女”って何ですか？
2,【Sports Watch】なでしこ合コン相手 “ピッチ外ではディフェンス甘いぞ”
0,おはこんです！紺子のＭＭＤ動画が流れる予定ですっ【紺子にゅうす】
1,女心と秋の空、恋愛偏差値の低い非モテ草食男子は“マンガ”で女心を学べ
1,「オフの時間も会社のイベントばかりでリフレッシュできません」- 辛口説教部屋 vol.17
2,“異常な時代”の終焉、レーザーレーサーの今とは
1,真の第一印象はWeb応募から-人事担当者がこっそり教える採用ウラ話 vol.4
2,【Sports Watch】15歳の高木美帆、初五輪は“会社員でいう研修期間”
2,日本×オーストラリア戦、レフェリーの不可解判定に言及
0,コンパクトケース対応のGTX 670！　ツインクーラーで全長の短いGeForce GTX 670搭載グラボ
0,かなり雰囲気のある写真が撮影できる「残像カメラ」【iPhoneでチャンスを掴め】
0,ふぉっくす紺子だよ！暑中お見舞いカードもらってくれてありがとー【紺子にゅうす】
2,【Sports Watch】長谷部がカズ一家と会食、「理想の家族像」
1,熱心な女性ゴルファーが持つクラブの悩みとは？
2,清武弘嗣、過去の五輪サッカーに“意外な発言”
1,オトナ女子たちの圧倒的支持をうけ、ドラマ10『はつ恋』の一挙再放送が決定！
1,ひょっとして、あなたは浮気相手かも
0,通信プラットフォーム企画会社の清算に見る次世代LTE開発の行方
1,BMXフラットランド世界最高峰の大会が5年ぶりに日本で開催
1,新生活には目覚めのよい朝を——【新生活特集】
1,【終了しました】リムジンでお買い物の後はスイートルームで“うっとろりん”、お姫さまのような1日をプレゼント
1,LiLiCoイチ押し！ 映画で世界7カ国旅行/ハッピーな梅雨の過ごし方特集（後編）
1,【独女的コミックレビュー】vol.4『遠野物語』
0,今夜0時に何が？　旧マシンのパワーアップネタを振り返る【ITフラッシュバック】
2,【Sports Watch】巨大地震、サッカー、プロ野球、格闘技など試合が中止（延期）に
0,出席者の数がすぐにわかるExcelワザ【知っ得！虎の巻】
1,“モデル別で見る”東京ガールズコレクション 2011 スナップレポートNo.1
0,USB機器を家族で使える！無線LAN対応USBデバイスサーバー「WN-DS/US」のレビューアーを募集
1,チャーミングに夢を叶える習慣／部分痩せに効果絶大な厳選テクなど−【お気に入り登録記事】週間ランキング
1,兄弟がいる女、姉妹がいる女、人生得するのはどっち？【前編】
1,【終了しました】クレンジングリサーチの姉妹ブランド「スキンケアリサーチ」のジェリー美容液を5名様にプレゼント
1,「隙のない男」の魅力とは？
1,「職場での人間関係修復するためには？」 - 辛口説教部屋 vol.33
2,【Sports Watch】興毅が魔裟斗に「結婚してから、何か変わりました？」
2,【Sports Watch】ノムさん、佑ちゃんには「ボヤく材料がない」
0,USB3.0対応で爆速データ転送！　9倍速のリーダー／ライター登場
2,【Sports Watch】宮里藍、太極拳スイングを語る
1,ブログやSNSで娘の日々を知る時代！？
1,【Office Scope vol.07】カッコよさと働きやすさが調和するこだわりのワークスペース（株式会社エフアイシーシー）
2,【Sports Watch】イチローの米球宴落選に、“過去の活躍とか関係ない”
2,【Sports Watch】魔裟斗、川島永嗣に「彼女いないんですか？」
0,同窓会や女子会で大活躍！　Facebookで簡単イベント作成【知っ得！虎の巻】
1,快適なスマホライフのための必須アプリ
1,0円でできる美肌テク／いますぐ辞めるべきNGダイエットなど−【ビューティー】週間ランキング
0,おはこんこん！紺子ぬいぐるみ、7月頃に出来上がるよ【紺子にゅうす】
2,北京五輪でまさかの失策、G.G.佐藤の妻「一言“死にたい”って」
2,【Sports Watch】香川の先取点、本人は“浮かせた”!?
2,【Sports Watch】ミニスカ姿に苦情？ 山岸舞彩アナに「肩さんもいよいよメジャー」
0,スマートに一体化！GALAXY Noteを無敵化するバッテリー内蔵ケース【イケショップのレア物】
0,インテル社長の自作PCまとめ 吉田社長の個性的な自作機【デジ通】
0,その正直さかっけーっす！ Transcend Japan公式Twitterアカウントの“漢”さ
1,「ゆとり後輩の教育の仕方がわからない！」 - 辛口説教部屋 vol.44
1,無償の愛を注ぎたい独女たち
2,【Sports Watch】ノムさん、楽天監督復帰は「まずないですな」
1,ネパールの女性が作った、冷房対策・UV対策にもなるお肌にやさしいストール
0,アナログとデジタルの融合。旧と新の技術が出会った不思議な写真空間【NEXT GENERATION】
0,あの名作に隠された秘密！スラムダンクの秘密　完全版【iPhoneでチャンスを掴め】
0,Windows8、Retina Mac情報　PCの情報に精通するデジ通の原点【デジ通まとめ】
1,【Shine! Vol.05】いろんな人と出会う仕事だからこそ、どんなときでも誠実でありたい（株式会社adingo 深山美希子さん）
2,【Sports Watch】長友の人生を変えた転機とは？
2,三浦友和氏「なでしこの10倍、20倍」発言に批判の声
0,お得に購入できる裏技あり！楽天の書籍端末が凄い5つの理由
1,【オトナ女子映画部】“情熱”vs.“安らぎ”パートナーに求めるのはどっち？『トゥー・ラバーズ』
0,イザというときのZohoがパワーアップ！ZohoのオフィスシリーズがGoogleドライブと連携
0,いったい何が起きた？ 　SCEのネットワークレコーダー「nasne」が突然の発売延期
1,女性が“ほっとする”のは、彼氏の声を聞いた時よりも…？
1,【Office Scope vol.01】仕事を楽しくする「おでかけ」をイメージした快適空間（株式会社コロプラ）
2,【Sports Watch】引退した仁志がテレビに出演、“徹底解説”の筈が——
1,″ゴムなし行為″は健康にいい!?／恋人の愛情を確かめるにはなど−【恋愛】週間ランキング
1,「休日にも携帯に電話が。これって普通？！」 - 辛口説教部屋 vol.50
1,夏に恋人が出来ないと、秋冬も期待できない理由
2,【Sports Watch】ファンが選ぶキャッチャー・ベスト5とは？
1,今度生まれ変わるなら女or男どちらになりたい？
1,【終了しました】ビューネくんに癒されたくなる瞬間は？「薬用 ビューネ」を5名様にプレゼント
2,DeNA・中畑監督の“みんながノリがよくなった”改革とは？
1,夏にぴったりなフェアトレードのHASUNAのエシカルジュエリー
2,「チャンスはある」 ベッカムがロンドン五輪で代表復帰か
1,森ガールよりもリア充？ 「雲ガール」の実態に迫る
1,本物を見分ける“グルメ”指南
2,わざとアウトになる楽天に怒りの声が噴出
1,人気インストラクターに訊く ゴルフ〜はじめの一歩 ＜入門編＞
1,【オトナ女子のリアルな悩み】一年以上も会えていない彼と結婚できますか？
1,【オトナ女子映画部】男性版“セックス・アンド・ザ・シティ”で恋愛温度を上げる『モテキ』
2,金本知憲が復活へ「何だかんだいったヤツを見返してやりたい」
0,今度は大丈夫？ iPhoneで24時間無料のWi-Fi！「LAWSON Wi-Fiサービス」が大幅アップデート
1,2011年の独女事情総まとめ座談会(後編)
1,オシャレなちょうちょ形かごバッグで社会貢献
0,Macもウイルスに感染 絶対安全なOSは存在しない【デジ通】
1,お寿司orステーキ！？ デートでは何が食べたいか
1,モンスターに出会ってしまったら？
1,上から目線はなぜ悪いのか？
1,プロドライバーが伝授するデートで使えるドライビングテクニック
1,Peachyカメラ部、始動！第1回カメラ選び編
1,結婚式に独女が振袖を着るのはアリかナシか？
0,日本最大級のショッピングポータルがオープン！「イオンスクエア」が凄い理由
0,いまどき1Gオーバーは当たり前！　Gバイト超えのファイルも扱える大容量ファイル転送サービスを使う【PC快適術】
1,「メンズノンノ×ポール・スミス」のスペシャルイベントにご招待！
2,日本代表ホームで完敗、北澤豪氏は「かなり危険な状態」
1,恋愛って結局、人間対人間の出来事なんだ!?　 Presented by ゆるっとCafe
0,その圧倒的な画面の美しさ！新しいiPadは絶対買い 【デジ通】
1,フォーエバー２１来店者数が４００万人突破
1,がんばる女子にもエナジーを！ カラダに染みわたる“自分ご褒美”はいかが？
1,20代で結婚しなくてよかったなぁと思うこと
2,【Sports Watch】店員女性がハーフナー・マイクにツイッターで悪口雑言、炎上騒ぎに
2,【Sports Watch】長友がインテル移籍の舞台裏語る 「何言ってるんだろう、この人」
1,専業主婦志望が増加中！ 20代独女が夢見る専業主婦とは？
1,健康な歯を守るため！ 歯磨き戦士“シカイダーマン”登場！
2,【Sports Watch】阪神選手「“何週間後にナゴヤドームがある”って皆思ってます」
2,開会式は「五輪のマークが出てきて、それがとんでもないことになる」!?
2,【Sports Watch】長友、グレてた中学時代を明かす “部活さぼって……”
1,究極のスロートレーニング、“美的太極拳”で体質改善
1,宮坂絵美里が“美”をレクチャー　「ビューティ・キャンプ・メソッド 2010」
1,初回デートで婚カツ女子がゲンメツする行為って？
1,男が萎える″女の夏服勘違い″／憎きゴキブリに嫌われるには−【ライフスタイル】週間ランキング
1,結婚は“相手”より“タイミング”の問題？「ラブ・ダイアリーズ」
1,今の世の中に、男らしい男がいないのはなぜ？
1,まだ間に合う、イケアで揃える“私らしい”クリスマス
1,映画のセリフに学ぶ！ストレスフリーな「スローラブ」のススメ
2,柔道・松本薫 「みんな、目を合わせてくれない」
2,宇佐美嫁の日記が「ラピュタ」すぎると話題に
2,【Sports Watch】横峯さくらの合鍵を持つ芸人“勝手にパンツはいたり、ブラあてがってる”
1,彼女の香りは、柔軟剤の香り
1,"働き女子に聞く！ 1,000円カットの利用法"
1,女性も驚愕!? スキンケアしていない人は70%と男性の意識の低さが判明
0,人の役に立ってお小遣いも稼げる！責任者が語る「NAVERまとめ」の魅力
1,崩れ知らずのベースメイクテク／男運をUPさせる生活習慣など−【お気に入り登録記事】週間ランキング
0,蘇れ青春！俺のオリジナル編集MDをスマホで聞いてくれ計画
0,石より早く土台が登場！　IVY Bridge対応チップセット「Intel 7シリーズ」解禁！
2,【Sports Watch】ノムさん、斎藤佑樹のニックネームを考案!?
1,【終了しました】“女子力”のバイブル・映画『ガール』女性限定試写会に10組20名様をご招待
0,最近使ったファイルを素早くスタートメニューから開く【知っ得・虎の巻】
1,スマートで美しい“サイフ美人”はロンドンっ娘！ その理由はカードにあり！
1,2011年版「子供がなりたい職業ランキング」発表！
1,実録！ 彼が挨拶に来る日
2,3A降格の西岡に対する辛辣ジョークが話題
1,不満だらけのランチタイム、ココを変えたい！
1,ペ・ヨンジュン企画・出演ドラマ 人気K-POPスター出演の話題作『ドリームハイ』放送記念記者会見
2,【Sports Watch】お茶の間騒然、超絶美貌の“バービー人形”アスリート
0,Word書類の余白が空きすぎてカッコ悪いときに調整する方法【知っ得・虎の巻】
1,ロールス・ロイス版“かわいいベイビー”
1,くさったよめがあらわれた！vol.06「専業主婦ってやることいっぱい、暇じゃないんだから!?」presented by ゆるっとcafe
2,高い身体能力と美貌で魅了するエース・木村沙織の原動力とは？
0,タスクマネージャーよさらば！　プロセスが手に取るようにわかる「Process Explorer」【PC快適術】
1,【終了しました】大人のためのエンターテインメント・ムービー『鍵泥棒のメソッド』試写会に5組10名様をご招待
2,【Sports Watch】武田氏キッパリ 「チャンスを100％決めてたんです、僕らの時って」
0,大容量なのに軽い！スマホもタブレットもこれ1個で充電できる実用度の高い「i・mee」
0,スマホでシャッター＋デジタル一眼レフ画質のAPS HDセンサー搭載ミラーレスデジ一眼「NEX-5R」を発表
1,【終了しました】スマフォでもっとドキドキしよう！ 豪華プレゼントキャンペーン開始！
1,意外に大変?!　モテる定説“マメな男”との交際事情
2,チョン・テセ、北朝鮮のプレーに「罪悪感が芽生えている時点でプロじゃない」
1,忙しい社会人ゴルファー必見、上達への近道は加圧ゴルフで—— （1） 【ゴルフ特集】
1,独女たちの義援金
2,Ｇ大阪、新スタジアム建設費はサポーターの募金で!? 批判の声集まる
2,【Sports Watch】“KKコンビ”に再び亀裂、週刊文春報じる
0,使いこなし指南の知っ得！虎の巻【Wordテクニック集】
2,【Sports Watch】安藤美姫、アイスショー出演も「すごい疲れちゃって」
1,カメラを片手に散策する、東京リラックスゾーン　vol.4
1,仲間由紀恵さん、“生徒”亀梨和也さんを「大人の魅力が出てきた」と絶賛
1,カスタムカー＆キャンギャルの祭典が開催！【東京オートサロン 2011】
0,常識を塗り替える軽いUltrabook！新製品ラッシュの1日を振り返る【ITフラッシュバック】
1,「優しい男」なのにモテない理由とは？
1,国内自動車メーカー8社が運営するSNSキャンペーン実施中！
1,Audi R8、2度目の「ワールド パフォーマンスカー」の栄誉
2,「これはひどすぎる」テニスの決勝戦で前代未聞の失格劇
0,iPhoneアプリを子どもが勝手に使えないようにする【知っ得！虎の巻】
1,大ヒットシリーズ、ついに完結！　アニメ「のだめカンタービレ フィナーレ」記念コンサート
1,存在感の無い私
2,ハーフナー・マイク、番組のはからいに「変な汗出るわ」
2,清武弘嗣語る、奥さんとの出会いや怖かった父のこと
0,Firefoxの超簡単ブックマーク登録ワザ【知っ得！虎の巻】
2,亀田大毅が敗れた世界戦に衝撃秘話 「全てアニキが悪い」
0,5機種並べて比較！ウルトラブック選びに迷わない　「ウルトラブック徹底比較表！MY BEST Ultrabook(TM)」が公開
2,【Sports Watch】巨人が“澤村を指名した理由”に、斎藤父が怒りの反論
0,スタートアップ設定や特殊なデフラグ！　ゴールデンウィークはPCをメンテナンス【PC快適術】
1,【特集/JOURNEY】 刺激的で優しいアラブの国へ　（1/8）
0,世界を選んだ写真家たち！RING CUBE写真展「OVERSEAS 2012」を開催
0,新感覚UIを体験せよ！今話題のTODOリストアプリ「Clear」【iPhoneでチャンスを掴め】
1,東京23区女ひとり風呂 vol.04「文京区・銭湯後はこの一杯！」Presented by ゆるっとcafe
0,起動を高速化！　いらないアプリはスタートアップから外す【知っ得！虎の巻】
1,おひとりさまの憂鬱とは？
1,自分にぴったりということ
1,【オトナ女子映画部】“選ばれる女”はココが違う！『ベスト・フレンズ・ウェディング』
0,いつでもどこでも自分専用環境！Windowsトラブル時にも使えるUbuntu【デジ通まとめ】
2,中村俊輔が明かす、W杯最終予選「一番アウェーらしいアウェー」とは？
1,【オトナ女子映画部】“エロ注入！”な大人のおとぎ話『スリーピング・ビューティー　禁断の悦び』
1,ジムやビーチスタイルに最適なルシアン ペラフィネの最新作。｜ファッションをスポーティーに楽しもう！
1,バッシング続きの紗栄子｜同性に嫌われる女の特徴とは
2,「自分でいうのもなんですけど・・・」体操・田中理恵、急成長の理由明かす
0,マイクロソフトの独自タブレット「Surface」の販売体制はどうなる？ 【デジ通】
1,女性に嬉しいクランベリー、その効用とは？
1,スローな時間がごちそうになるオーガニックカフェ「カフェスロー」
1,大人になっても解決しない「お昼休み」という問題
1,みんな知ってる！ の「みんな」って誰？
1,独女予備軍たちの恋愛観、そして…。
0,ダウンロード版ゲームはお得に購入できるのか？ 新たに始まった任天堂のダウンロード版ゲーム【デジ通】
1,「TOKYO SWEETS COLLECTION」で注目されたスイーツアプリ
0,iPhone ・iPadがハイビジョンテレビに！次世代ルーターとテレキングの裏技
1,なでしこジャパンに学ぶ、「女子力」パワーの活かし方
1,【オトナ女子のリアルな悩み】曖昧な彼とのつきあい。結婚の可能性は？
1,豚肉への価値観が変わる絶品鍋を召しあがれ 【プレゼント有】
0,賞品がもらえるコンテストも応募受付中！zigsow、「やってみよう！オーバークロック」がスタート
1,手みやげにピッタリ！愛されスイーツ
1,高級ブランド「ルシアン ペラフィネ」が期間限定ショップをオープン
2,【Sports Watch】ナベツネの強行にストップをかけた阪神・新井の影に古田敦也
1,悩み多きランチ問題
1,大好きなお父さんや上司には、粋な“和”を感じるショコラをプレゼント
0,プレゼンのジェスチャーの参考に！ AMD CEOのパワフルなプレゼンテクニック【デジ通】
1,6月19日は父の日！今年は「親飲み」がおススメ？
2,【Sports Watch】アッコ、イチロー夫人・弓子さんに感激
0,スマホ対応も進んで続々と機能アップ！進化するクラウド型ストレージサービス【デジ通】
2,【Sports Watch】W杯3次予選＝日本×北朝鮮戦に向け、代表選手が言い争い!?
2,【Sports Watch】“真央に暴言” ラサール石井が改めて謝罪するも「ほとぼりを冷ます」に疑問の声
1,おとなりさんはいくら？オトナのお小遣い事情をリサーチせよ！
2,斎藤佑樹、自己評価は厳しく——
1,アンドロイド女子部が学ぶスマートフォンの最新マナー事情
2,日本代表の要求にタジキスタンが了承も「やりすぎだろ」の声
1,スマートビジネスマンのためのスタイリッシュなモバイルツール登場
1,あなたがお局と呼ばれる理由
0,見事なボディペインティング！　アクリル絵の具で描かれたボディペインティングが話題に
1,「カルピス」とイチゴがベストマッチ！期間限定「とちおとめ苺」登場
1,マスクで顔を隠す独女たち
0,金環食で思わぬ経済効果？　太陽に直接カメラを向けて壊した人が続出？
1,ランチでわざわざ行きたい隠れ家イタリアン
2,石川遼が語る「大きな進化」とは？
2,実力と美貌で、ヤングなでしこを支える3人のスター候補
0,日経新聞のiPad専用アプリが登場！新聞の読み方はどう変わるのか【デジ通】
0,新型iPadの話題で持ち切りだった今週のIT業界【ITフラッシュバック】
2,【Sports Watch】ドイツ女子U20代表がセクシーすぎるヌード披露
1,女が嫌いな女を、女が嫌いな理由を探る
1,インタビュー：YUKA（moumoon）「女性らしく、ハイヒールを履くのって大事」
0,インテル最新プロセッサが登場！ 新Ultrabookへの採用はいつ? 【デジ通】
2,岩隈、マリナーズ入団に「“一番に必要としてくれた”というのを感じれた」
0,日本・香港・欧米の3カ国の違いを堪能！「OVERSEAS 2012」世界を選んだ写真家たちの写真展【新-写真空間】
2,落合監督断言 「他の監督はやりやすくなった。逃げ道なくなったもん」
1,ひとり占めより、女友達と分け合いたい洗練のスタイリッシュチョコレート
2,【Sports Watch】ドラフトの目玉・斎藤佑樹の苦悩
2,【Sports Watch】松田直樹の容態、トレーナーがブログで報告
0,PCを使いこなす小技が満載！　裏技やOffice系アプリ使いこなしまでを振り返る【知っ得！虎の巻】
1,韓流スターの魅力がたっぷり！バラエティー豊な韓国のメンズコスメ
2,【Sports Watch】カズぶっちゃけ「息子が不二子ちゃんの服脱がして……」
1,女子力アップの簡単“キメ技”術指南 vol.2
2,澤穂希が不安を吐露、めまい症から復帰も「まだ20〜30％くらい」
1,ハンゲームが10周年、30万人の大規模リアルタイム・オンラインイベント開催!!
1,【終了しました】壮大なラブストーリー・映画『僕等がいた』後篇試写会に10組20名様をご招待
1,現役ホステスに聞く、一番人気のホステスとは？
2,「無責任すぎる」元浦和フィンケ辞任に批判
1,「おばさん」と呼ばれたら？ そのときあなたは？
1,「ギブ＆テイク」を求めるオンナはウザいのか？
1,大切な人へ“跳ね馬”の贈り物
1,そろそろ変えたい・変わりたい−独女たちの過渡期
1,今年の冬はメイクで心も浄化。“ルナソル”の月光浄化
1,Twitterでリムーブしたい人がいる……その時独女は？
1,秘伝の辛みそダレに漬けた絶品壷ホルモンに舌鼓　【プレゼント有】
2,四大陸直前、浅田真央、トリプルアクセルは「ジャンプが上がってちゃんと回れるかも」
0,次世代セキュリティソフト「ノートン360 v6」を徹底検証！ITライフハック編集長が使ってみた
1,＜コラム＞初心者ゴルファーのリシャフトとは【ゴルフ特集】
1,自宅でできるボトックスアイテムでふっくらお肌を目指そう！
0,何これキモい！　ツイッターのTLの合間に出てくる怪しい生物画像が話題に
1,ビクター・JVC、木の振動板を使ったコンパクトコンポ「EX-AR9」 を8/23（火）より発売
1,意外と知らない？　恋人の携帯電話帳登録名
2,【Sports Watch】“電池で動いてる” バルサが狙う7歳の天才サッカー少年とは？
0,出演者は130人超、前夜祭も開催！ 真夏のダンマス4は超熱い！
1,ふわふわスポンジとイチゴの定番ショートケーキ
1,原著作者のクレジットを表示し、ニュース記事の改変をしないことを条件に、記事全文を
0,ThinkPadをNECで生産へ 2012年秋より日本で試験生産【デジ通】
1,独女たちがプチ農業にハマる本当の理由とは？
1,ローソンがお手ごろ価格で買える本格ショートパスタを販売
2,【Sports Watch】女子サッカー界の最高傑作
2,あどけない笑顔の23歳・迫田、強烈バックアタックは全日本の新たな武器に
2,【Sports Watch】キム・ヨナに質問、“恋の方はどうですか？”
1,簡単指のささくれケア／意外な口臭予防法など−【ビューティー】週間ランキング
2,中日・吉見の″インチキ!?″投手三冠に批判が相次ぐ
1,ＩＴ関連企業 取締役「塩ごはんさえご馳走だった」 - 年収1000万円プレイヤー図鑑 vol.1
0,Word文書の見栄えがアップ！　クリップアートを透明化して活用【知っ得！虎の巻】
2,【Sports Watch】ダルビッシュと川崎宗、試合後にツイッターで激励
1,女子が嬉しいホメ言葉、嬉しくないホメ言葉
0,スマホライフスタイルを提案！KDDI 甘田氏が語る、関西KDDIの強さの秘密
1,「転勤になり、彼女と遠距離になってしまった」- 辛口説教部屋 vol.19
0,2年間で20万円超のスマホ料金！？ 音声専用契約からの変更では何と6倍に【デジ通】
1,豪華DJやバーチャル仮装も楽しめるハロウィンイベント『BAT NIGHT』開催
2,【Sports Watch】“来シーズンの出来次第” 香川真司が描く夢の移籍先とは？
2,【Sports Watch】茨城GG・片岡安祐美、監督一年目は「毎日泣きたい」
1,若い男子たちが激しく振り回される、あのハイテンションCMって？
0,手軽にブログ更新がわかる！　ブログ更新チェックサイト「ひとくり」を試してみた
2,【Sports Watch】八百長調査委員に、たけし「役に立たねーじゃねーか」
1,大人にふさわしいビターな味わい　ショコラケーキで聖夜を飾る
1,話題のタニタ食堂へ行ってみた！
1,料理長特製のホテルランチを食べながらキレイになる、ビューティレッスンをお試し
1,女性はなぜボーイズラブにハマるのか？
0,その真相や如何に！ミクシィ、身売り報道にコメント
2,【Sports Watch】日本人以上に世界で知られるメジャーリーガーが退団
0,PS Vita 3G版ユーザーで何割のユーザーが3G通信を解約したか考えてみる【デジ通】
2,【Sports Watch】武豊が引退ほのめかす？ 関係者も「明らかに気力が失われた」
2,【Sports Watch】なでしこ達を支えた言葉とは？ 澤は美人解説者に「なんなのこの解説者」
1,原著作者のクレジットを表示し、ニュース記事の改変をしないことを条件に、記事全文を
1,ホテルのランチ＆お土産つき「女子力アップ集中レッスン」開催
1,インタビュー：ヴィゴラスマインド代表・金光サリィ「幸せになる秘訣はクラウンにあり」
1,節電しながらムーディーな照明で夜を楽しもう！
1,乙女心とろけるチョコレート
2,【Sports Watch】ノムさん復活、W杯には「日本は弱いんですか？」
2,【Sports Watch】巨人・脇谷の暴言でツイッターが炎上 “お前を一生許さん”
1,自転車女子、はじめました vol.02　Presented by ゆるっとcafe
1,ゆとりを置き去りにしていませんか？桜を運ぶニュービートルが有終の美【新生活特集】
1,節電モードの夏を乗り切る！　独女たちの暑さ対策
